id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,longitude,latitude,phone,website_url,state,street,coordinates_available
6c5dabed-6a59-4610-abc9-b1e958393186,30 Mile Brewing Co.,closed,39 Ragged Rock Rd Unit 5,Not Available,Not Available,Old Saybrook,Connecticut,06475-1518,United States,0.0,0.0,8603395238,http://www.30milebrewingco.com,Connecticut,39 Ragged Rock Rd Unit 5,False
2f6062af-4d6f-42b2-b4ad-626cf01a1fec,300 Suns Brewing Company,brewpub,335 1st Ave Unit C,Not Available,Not Available,Longmont,Colorado,80501-5958,United States,0.0,0.0,Not Available,http://www.300sunsbrewing.com,Colorado,335 1st Ave Unit C,False
3b0b5b9b-f6d8-49e3-8ebd-0bcef6939bcd,32 North Brewing Co,brewpub,8655 Production Ave Ste A,Not Available,Not Available,San Diego,California,92121-2258,United States,-117.1649842,32.88313237,(619) 363-2622,https://42northbrewing.com,California,8655 Production Ave Ste A,True
3b836ff9-8088-4df0-b2f1-8287f2a35b81,33 Acres Brewing Company,brewpub,15 West 8th Avenue,Not Available,Not Available,Vancouver,British Columbia,V5Y 1M8,Canada,-123.1053533,49.2637804,Not Available,http://www.33acresbrewing.com,British Columbia,15 West 8th Avenue,True
70749225-122e-4824-852b-29680e90c8ec,33 Brewing Experiment,brewpub,25 West 8th Avenue,Not Available,Not Available,Vancouver,British Columbia,V5Y 1M8,Canada,-123.1053533,49.2637804,Not Available,http://www.33acresbrewing.com,British Columbia,25 West 8th Avenue,True
a964a343-e4f1-40d8-9353-09ef9b74f513,34 Degree North Experiment Station,micro,4802 Main St,Not Available,Not Available,Shallotte,North Carolina,28470,United States,-78.38636517,33.97270364,Not Available,Not Available,North Carolina,4802 Main St,True
098595c2-f606-40b4-9b49-195f73fb6fd6,350 Brewing Co,brewpub,7144 183rd St,Not Available,Not Available,Tinley Park,Illinois,60477-3933,United States,-87.79160288,41.55864726,7088257339,http://www.350brewing.com,Illinois,7144 183rd St,True
63969ec8-b557-4c71-b993-ad00c99ab70e,360 Degree Brewing Company,micro,Bluebell Business Estate,Not Available,Not Available,Sheffield Park,East Sussex,TN22 3HQ,England,-0.00086,50.993912,1825722375,https://www.360degreebrewing.com/,East Sussex,Bluebell Business Estate,True
55de8d28-4231-4497-8ff7-3031e7bb3be5,38 State Brewing,micro,8071 S Broadway Ste A,Not Available,Not Available,Littleton,Colorado,80122-2730,United States,0.0,0.0,7206383678,http://www.38statebrew.com,Colorado,8071 S Broadway Ste A,False
dfa3f8fc-21cf-443d-ba8d-8adfc6873852,38°-75° Brewing,brewpub,2000 Coastal Highway STE 105,Not Available,Not Available,Rehoboth Beach,Delaware,19971,United States,-75.090191,38.7074994,3022278519,Not Available,Delaware,2000 Coastal Highway STE 105,True
53305a0f-9b51-4f73-bf5e-88bb0439b216,380 Brewing Company,planning,Not Available,Not Available,Not Available,Clancy,Montana,59634,United States,0.0,0.0,2065796509,Not Available,Montana,,False
b84d47b5-43a1-4a05-9ee4-e795dfbf019c,3806 Brewing,micro,12 Enterprise Avenue,Not Available,Not Available,Berwick,VIC,3806,Australia,145.3416748,-38.0371856,+61 477 581 483,http://3806.beer/,VIC,12 Enterprise Avenue,True
842d193f-7a1b-4960-86f8-7d6614884005,3cross Fermentation Cooperative,micro,4 Knowlton Ave,Not Available,Not Available,Worcester,Massachusetts,01603,United States,-71.83057593,42.24364875,5086158195,http://www.3cross.coop,Massachusetts,4 Knowlton Ave,True
4f70ac94-eca5-4cec-8581-92ec5afdf4f2,3Halves Brewing Co,brewpub,110 E Kansas St,Not Available,Not Available,Liberty,Missouri,64068-2374,United States,-94.4190247,39.2461993,8164296886,http://www.3halvesbrewingco.com,Missouri,110 E Kansas St,True
694547f5-28fd-4363-bad6-03b6eaf0f1dd,3rd Degree Brewhouse,micro,1625 N Main St,Not Available,Not Available,Fuquay Varina,North Carolina,27526,United States,-78.794223,35.5914556,9192015457,http://www.facebook.com/3rddegreebrewhouse/,North Carolina,1625 N Main St,True
370fdc3b-55a0-43f0-a54e-f617a7cec7b8,3rd Planet Brewing,micro,120 Partin Dr N,Not Available,Not Available,Niceville,Florida,32578-2053,United States,0.0,0.0,8505029952,http://www.facebook.com/3rdplanetbrewing/,Florida,120 Partin Dr N,False
3c9354c5-4d21-40a8-8e53-8f2f9b5e043b,3rd Rock Brewing Company,micro,134 Industrial Park Dr,Not Available,Not Available,Trenton,North Carolina,28585-9593,United States,-77.36749285,35.06939877,2526319213,http://www.3rockbrew.com,North Carolina,134 Industrial Park Dr,True
2eed7840-ec52-48b5-b22e-d9d76bd01929,3rd Turn Brewing,micro,10408 Watterson Trl,Not Available,Not Available,Louisville,Kentucky,40299-3702,United States,-85.56656078,38.19322725,Not Available,http://www.3rdturnbrewing.com,Kentucky,10408 Watterson Trl,True
781bda70-39b2-4f3f-9213-9d0f44c08991,3rd Wave Brewing Co,micro,501 N Bi State Blvd,Not Available,Not Available,Delmar,Delaware,19940-1106,United States,0.0,0.0,3029070423,http://www.3rdwavebrewingco.com,Delaware,501 N Bi State Blvd,False
a00c1c11-dede-4d7f-a514-bd291b6db283,3TREE BREWERY,micro,3-19 Futabacho,Not Available,Not Available,Ibaraki,Osaka,567-0829,Japan,135.5780968,34.81744613,Not Available,https://3tree-brewery.jimdosite.com/,Osaka,3-19 Futabacho,True
b72f2ce6-e062-404d-ac31-c1060db2d870,4 By 4 Brewing Company,micro,2811 E Galloway St Ste A,Not Available,Not Available,Springfield,Missouri,65804-4601,United States,-93.239889,37.147986,4178616400,http://www.4by4brewingcompany.com,Missouri,2811 E Galloway St Ste A,True
ac2f41ed-e1e8-4586-aa78-253543db7714,4 Hands Brewing Co,regional,1220 S 8th St,Not Available,Not Available,Saint Louis,Missouri,63104-3610,United States,-90.19762012,38.61526593,3144361559,http://www.4handsbrewery.com,Missouri,1220 S 8th St,True
dc652569-19d7-4f63-a999-3e8d5d6798c1,4 Noses Brewing Company,micro,8855 W 116th Cir Ste 3,Not Available,Not Available,Broomfield,Colorado,80021-2521,United States,0.0,0.0,7204602797,http://4nosesbrewing.com,Colorado,8855 W 116th Cir Ste 3,False
cbcca8ac-55f6-47cb-967f-1a77dfa959e5,4 Pines,large,Not Available,Not Available,Not Available,Richmond,VIC,3121,Australia,144.9901574,-37.824664,Not Available,Not Available,VIC,,True
7c669ae6-460d-476b-bc56-0b4d566a152c,4 Stitch Brewing Co - Brewery & Taproom,taproom,16709 9th Ave SE,Not Available,Not Available,Mill Creek,Washington,98012-6309,United States,-122.21991381534,47.84671432549,4252247583,https://www.4stitchbrewing.com,Washington,16709 9th Ave SE,True
b237e2d5-dabc-41f9-a3ff-2b4e3f3a9c8e,4 Stitch Brewing Co - Taproom & Kitchen,brewpub,5817 238th St SE Ste 3,Not Available,Not Available,Woodinville,Washington,98072-8669,United States,-122.15488674812,47.782473284418,4252866004,https://www.4stitchbrewing.com,Washington,5817 238th St SE Ste 3,True
d4c7fb43-6671-4597-8cdd-e938d751aca2,400 North Brewing,planning,Not Available,Not Available,Not Available,Sugarhill,Georgia,30518-7916,United States,0.0,0.0,4047911119,http://400northbrewing.com,Georgia,,False
9c3f919e-e6de-4e43-91cb-30f3e73ad591,406 Brewing Company,micro,"101 E Oak St, Ste D",Not Available,Not Available,Bozeman,Montana,59715-2967,United States,0.0,0.0,4065853745,http://www.406brewingcompany.com,Montana,"101 E Oak St, Ste D",False
b7f2ebb8-6764-4654-a98b-246724c8952a,411 Broadway Ales,planning,Not Available,Not Available,Not Available,Fresno,California,93721-2801,United States,-119.7088613,36.7295295,5412706076,Not Available,California,,True
ef60f8cf-0fdc-4ea1-aa94-09e1f869176b,412 Brews,brewpub,706 Island Ave,Not Available,Not Available,Mc Kees Rocks,Pennsylvania,15136-3287,United States,0.0,0.0,Not Available,http://www.412brews.com,Pennsylvania,706 Island Ave,False
dad10840-28ab-4dcf-9005-bf2cc2665b5a,42 North Brewing Company,brewpub,25 Pine St,Not Available,Not Available,East Aurora,New York,14052-1827,United States,-78.607989,42.769311,7168057500,http://www.42northbrewing.com,New York,25 Pine St,True
52dd0878-928b-4b47-b7fa-602f140592ed,4204 Main Street Brewing Co,brewpub,4204 W Main St,Not Available,Not Available,Belleville,Illinois,62226,United States,-90.02053343,38.53796122,6184167261,Not Available,Illinois,4204 W Main St,True
1d3084b5-c9bc-4380-9862-14e837b82bb9,45 Degree Brewhouse,micro,10421 E Sprague Ave,Not Available,Not Available,Spokane Valley,Washington,99206-3629,United States,-117.264473,47.657478,5092413281,http://45degreebrewhouse.com,Washington,10421 E Sprague Ave,True
eb3d0c66-bbe8-495d-a876-924f0c0cf509,450 North Brewing Company @ Simmons Winery,brewpub,8111 E 450 N,Not Available,Not Available,Columbus,Indiana,47203-8106,United States,0.0,0.0,8125460091,http://www.450northbrewing.com,Indiana,8111 E 450 N,False
6b892c61-269b-453f-acd1-b79491b0ef0b,47 Hills Brewing Co,brewpub,137 S Linden Ave,Not Available,Not Available,South San Francisco,California,94080-6410,United States,-122.4136168,37.64425595,6508678476,http://47hillsbrewingcompany.com,California,137 S Linden Ave,True
cd97aeab-a499-4c95-b20b-881bfe3ed6c8,49th State Brewing Co,micro,248.4 Parks Hwy 5 Mile,Not Available,Not Available,Healy,Alaska,99743,United States,-149.017877,63.864759,9076832739,https://www.49statebrewing.com/denali,Alaska,248.4 Parks Hwy 5 Mile,True
eaa4afea-bcb5-434c-839e-ef48fe8811d0,49th State Brewing Co - Anchorage,brewpub,717 W 3rd Ave,Not Available,Not Available,Anchorage,Alaska,99501-2104,United States,-149.8958196,61.2197366,9076832739,http://www.49statebrewing.com/,Alaska,717 W 3rd Ave,True
025dbb4f-15b3-483e-b78a-348914fa0136,49th State Brewing Co - Ted Stevens,taproom,5000 W International Airport Rd,Not Available,Not Available,Anchorage,Alaska,99502-1023,United States,-149.99057054233,61.177175621109,9077432504,https://www.49thstatebrewing.com/ted-stevens,Alaska,5000 W International Airport Rd,True
dbf0d7e7-4e2c-4574-9dee-791d95496811,4B's Brewery,brewpub,215 W Main St,Not Available,Not Available,Cedaredge,Colorado,81413-3339,United States,-107.925782,38.900614,9708567762,http://www.4bsbrewery.com,Colorado,215 W Main St,True
aea0a6f9-557e-4907-be23-d80737a071e4,4J Brewing Company,micro,1348 Cedar Post Ln.,Not Available,Not Available,Houston,Texas,77055,United States,0.0,0.0,7136780776,https://4jbrewingcompany.com,Texas,1348 Cedar Post Ln.,False
53efe9e9-dbb3-4c98-ab77-61515abef2a9,4kd Crick Brewery,brewpub,211 Carpenter Rd,Not Available,Not Available,Defiance,Ohio,43512-1718,United States,-84.341647,41.296252,4199562863,http://Www.4kdcrickbrewery.com,Ohio,211 Carpenter Rd,True
760e8395-f2a2-4161-9bf1-c72ed1aa6ae3,4th Tap Brewing Cooperative,micro,10615 Metric Blvd,Not Available,Not Available,Austin,Texas,78758-4520,United States,-97.7118913,30.3852024,5129089817,Not Available,Texas,10615 Metric Blvd,True
d8b4ad26-346b-40dd-8215-b0e89ace23e2,5 Alarm Brewing Co,micro,211 W Main St,Not Available,Not Available,Lake Mills,Iowa,50450,United States,-93.53398788,43.41926615,6415922739,Not Available,Iowa,211 W Main St,True
c17a3e56-4d4e-405e-a21b-85f415903674,5 Lakes Brewing Co.,brewpub,1638 142nd Ave,Not Available,Not Available,Dorr,Michigan,49323-9312,United States,-85.70445518,42.72497157,6163599555,http://www.5lakesbrewing.com,Michigan,1638 142nd Ave,True
75eff8e1-7c25-483a-a2b2-49ecdbf16d31,5 Lamps Brewery,regional,84-87 Camden St.,Saint Kevin's,Dublin 2,Dublin,Dublin,D02 DH36,Ireland,-6.26585621,53.33596635,Not Available,https://the5lampsbrewery.com/home/,Dublin,84-87 Camden St.,True
257e9aac-7dbe-4656-b366-9d8a94c49d58,5 North Brewing Company,closed,6501 N Cedar Rd,Not Available,Not Available,Spokane,Washington,99208,United States,-117.4328496,47.71758683,5093217818,http://5northbrewingcompany.com/,Washington,6501 N Cedar Rd,True
a34cb542-e683-4e86-ac8a-d285f891f083,5 Paddles Brewing Company,micro,1 Industrial Blvd,Not Available,Not Available,Whitby,Ontario,L1N 9L5,Canada,0.0,0.0,9054445050.0,http://5paddlesbrewing.com,Ontario,1 Industrial Blvd,False
f927d8d6-3151-4073-9d20-410ca617853e,5 Rabbit Cerveceria Inc,micro,6398 W 74th St,Not Available,Not Available,Chicago,Illinois,60638-6129,United States,-87.6572069,41.7595502,3128959591,http://www.5rabbitbrewery.com,Illinois,6398 W 74th St,True
5c99b790-e00d-4ca6-86a5-37723f728690,5 Rights Brewing Co,micro,1514 3rd St,Not Available,Not Available,Marysville,Washington,98270,United States,-122.1762906,48.05156015,4253341026,http://www.5rightsbrewing.com,Washington,1514 3rd St,True
2af85509-aee5-46bc-ab1a-fd9b8b0026d4,5 Rivers Brewing LLC,planning,Not Available,Not Available,Not Available,Spanish Fort,Alabama,36527-3161,United States,-87.9152724,30.6749127,2516897483,http://5riversbrewing.com,Alabama,,True
80c395e8-28c8-460a-9cc5-721fcc22410f,5 Seasons Brewing Co - Prado,brewpub,5600 Roswell Rd,Not Available,Not Available,Sandy Springs,Georgia,30342-1150,United States,-84.3796711,33.9078086,4042555911,http://www.5seasonsbrewing.com,Georgia,5600 Roswell Rd,True
baad8dd7-b295-480c-8f64-e499562a3662,5 Seasons Brewing Co - Westside,brewpub,1000 Marietta St NW Ste 204,Not Available,Not Available,Atlanta,Georgia,30318-0683,United States,0.0,0.0,4048753232,http://www.5seasonsbrewing.com,Georgia,1000 Marietta St NW Ste 204,False
83d47922-0a23-4b85-9c1c-d50b9135d64a,5 Stones Artisan Brewery,micro,11335 Farm To Market Road 1863,Not Available,Not Available,New Braunfels,Texas,78132,United States,-98.232345,29.711365,2103808215,Not Available,Texas,11335 Farm To Market Road 1863,True
fafc2e23-c3bf-46d3-87c0-00e92209269b,515 Brewing Co,micro,7700 University Ave,Not Available,Not Available,Clive,Iowa,50325-1271,United States,-93.7228408,41.599992,5156614615,http://www.515brewing.com,Iowa,7700 University Ave,True
7e12d827-22dc-4d07-8715-8192c9680b23,5150 Brewing At The Brass Tap Rocklin,micro,5150 Commons Dr Ste 101,Not Available,Not Available,Rocklin,California,95677-3925,United States,-121.207331,38.8047402,9162462729,http://www.brasstaprocklin.com,California,5150 Commons Dr Ste 101,True
132540a2-23c8-4720-8c58-31292d264c4a,51st State Brewing Company,brewpub,115 Harding Ave,Not Available,Not Available,Kingsford,Michigan,49802-3815,United States,-88.08819,45.808408,9068282167,http://www.51ststatebrewingcompany.com,Michigan,115 Harding Ave,True
5858b701-9e27-44e6-8ab8-b950b72c4181,51st Ward Beer Company,contract,323 N Washington St,Not Available,Not Available,Westmont,Illinois,60559-1512,United States,-87.981157,41.804494,7732205899,Not Available,Illinois,323 N Washington St,True
4d878d25-a8fb-49e7-93da-56d229bf46ff,54-40 Brewing Company,brewpub,3801 S Truman Rd Ste 1,Not Available,Not Available,Washougal,Washington,98671-2589,United States,-122.3269349,45.56577849,3609077062,http://www.54-40brewing.com,Washington,3801 S Truman Rd Ste 1,True
126f87c3-1c6d-4ff0-b35c-c8dfa9a8e1b4,550 Brewing,proprietor,119 E Chuska St,Not Available,Not Available,Aztec,New Mexico,87410-2110,United States,-107.9950235,36.8213739,5054861094,http://Www.550brew.com,New Mexico,119 E Chuska St,True
12e7f950-af94-4014-abdf-e09600209de9,555 Brewing Co.,micro,297 Main St,Not Available,Not Available,Wellington,Ontario,K0K 3L0,Canada,0.0,0.0,Not Available,http://www.555beer.com,Ontario,297 Main St,False
4a4baf4f-921c-46c0-9130-afcc4ce4f4d2,559 Local Brewing,micro,608 4th St,Not Available,Not Available,Clovis,California,93612-1183,United States,-119.7017487,36.82517171,5594731875,http://www.fresnobrewingcompany.com,California,608 4th St,True
b0d5d69d-b439-44a6-ab3e-0cbd15658dc7,56 Brewing,micro,3055 Columbia Ave NE Ste 102,Not Available,Not Available,Minneapolis,Minnesota,55418-1860,United States,0.0,0.0,6124040056,http://www.56brewing.com,Minnesota,3055 Columbia Ave NE Ste 102,False
f4a902c1-e5a6-43da-b3e4-a1ffc97d31a9,5770 Brewery,micro,303A W Main St,Not Available,Not Available,Teutopolis,Illinois,62467-1355,United States,-88.47806652,39.13142194,6183397841,http://www.5770brewery.com,Illinois,303A W Main St,True
90d1fa86-77d7-4a21-9818-e338fa6fdb96,583 양조장(583 Brewery),brewpub,"583-8, Uiam-ro",Janggye-myeon,Not Available,Jangsu-gun,Jeollabukdo,55621,South Korea,127.6205123,35.68271721,063-353-5515,http://www.583beer.modoo.at,Jeollabukdo,"583-8, Uiam-ro",True
258bdc0a-6d5d-4c36-bcf7-e150b3ec6333,5th Company Brewing,brewpub,325 Front Street,Not Available,Not Available,Perryville,Maryland,21903,United States,-76.0769909,39.5581614,4106182046,http://www.5thcompanybrewing.com/,Maryland,325 Front Street,True
eaf55668-8444-4e4f-80c2-b9f32f7e4d83,5th Element Brewing,planning,Not Available,Not Available,Not Available,Leander,Texas,78641-4009,United States,0.0,0.0,9156378199,Not Available,Texas,,False
cc8de428-9663-466c-bae8-73ad9edf0892,5th Line Brewing Co,micro,1015 E Lincoln Ave Ste 106,Not Available,Not Available,Yakima,Washington,98901-2534,United States,-120.4930458,46.61136701,5093676300,https://5thlinebrewing.com/,Washington,1015 E Lincoln Ave Ste 106,True
849d5961-83c5-4115-9ae4-c0e93c8d3a7f,5x5 Brewing Co.,planning,Not Available,Not Available,Not Available,Mission,Texas,78572-6215,United States,0.0,0.0,9565291353,http://www.5x5brewing.com,Texas,,False
e2bb50c4-260f-4f42-8306-392f7bd5f4ba,6 & 40 Brewery/Taproom,planning,Not Available,Not Available,Not Available,Lakewood,Colorado,80215-5548,United States,-105.1100582,39.6311085,3032325347,http://www.tomsbrewshop.com,Colorado,,True
e5992621-3c91-4968-b913-85972aa66fbb,"6 Bears & A Goat Brewing Company, LLC",brewpub,1140 International Pkwy,Not Available,Not Available,Fredericksburg,Virginia,22406-1126,United States,0.0,0.0,54035690562,http://www.6bgbrewingco.com,Virginia,1140 International Pkwy,False
76ee21a3-d4bd-4526-9ef8-5a23a4507566,6 Bridges Brewing,planning,Not Available,Not Available,Not Available,Johns Creek,Georgia,30097,United States,0.0,0.0,7708460292,http://www.sixbridgesbrewing.com,Georgia,,False
6f431fe7-b136-444b-84e3-3a2042903d93,6 Degrees of Separation,brewpub,35 Main St,Not Available,Not Available,Ossining,New York,10562-4662,United States,-73.86768188,41.15866213,9144325969,http://www.6degreesbp.com,New York,35 Main St,True
ddf69cff-978e-47b6-b42e-75f102418bd0,603 Brewery,micro,12 Liberty Dr Unit 7,Not Available,Not Available,Londonderry,New Hampshire,03053-2286,United States,0.0,0.0,6036307745,http://www.603brewery.com,New Hampshire,12 Liberty Dr Unit 7,False
62871bbc-a963-4c09-9eff-eb36ade49fd7,608 Brewing Company,micro,83 Copeland Ave,Not Available,Not Available,La Crosse,Wisconsin,54603-3403,United States,-91.249927988566,43.825963955898,Not Available,http://www.608brewingcompany.com,Wisconsin,83 Copeland Ave,True
f3e9ba4b-0246-44ac-9170-f095d19e8d64,612 Brew,micro,945 Broadway St NE,Not Available,Not Available,Minneapolis,Minnesota,55413-1471,United States,-93.2062058,45.000631,6129648939,http://www.612brew.com,Minnesota,945 Broadway St NE,True
c02412dc-7507-4047-9497-9066e454c4e1,666 Brewing,closed,34 Mahana Road,Not Available,Not Available,Hamilton,Waikato Region,3200,New Zealand,175.2515685,-37.7589444,+64 7 282 0254,http://www.brewaucracy.co.nz/,Waikato Region,34 Mahana Road,True
af6cb069-b61a-4c69-8fd2-0a5f87c11a17,6th and La Brea,brewpub,600 South La Brea Ave,Not Available,Not Available,Los Angeles,California,90036,United States,-118.3440213,34.0730485,Not Available,http://www.6thlabrea.com,California,600 South La Brea Ave,True
6a928a00-bf8e-4481-ae27-a2a5b14f56e2,7 Devils Brewing Co,brewpub,247 S 2nd St,Not Available,Not Available,Coos Bay,Oregon,97420-1642,United States,-124.2147508,43.36654751,5418083738,http://www.7devilsbrewery.com,Oregon,247 S 2nd St,True
8824022a-0fd9-4727-b6fa-b7aaf65eb043,7 Hermits Brewing Company,brewpub,PO Box 3186,Not Available,Not Available,Eagle,Colorado,81631-3186,United States,0.0,0.0,9704714979,http://www.7hermitsbrewing.com,Colorado,PO Box 3186,False
e861ea88-9815-48a0-84ba-d2a1929178e7,7 Hills Brewing Company,brewpub,1085 Washington St,Not Available,Not Available,Dubuque,Iowa,52001-4932,United States,-90.6635263,42.5045556,5635878306,http://www.7hillsbrew.com,Iowa,1085 Washington St,True
4e84a8d0-0d52-431e-a57a-da8977625bd2,7 Locks Brewing,micro,12227 Wilkins Ave,Not Available,Not Available,Rockville,Maryland,20852-1833,United States,-77.1103415,39.0561237,3018417123,http://www.7locksbrewing.com,Maryland,12227 Wilkins Ave,True
84c84db6-1120-4106-a5d3-fd65b9d7303d,7 Mile Brewery,micro,3156 Route 9 South Ste 1-2,Not Available,Not Available,Rio Grande,New Jersey,08242,United States,0.0,0.0,6093657777,http://www.7milebrew.com,New Jersey,3156 Route 9 South Ste 1-2,False
745b65a8-d682-465c-a418-0188ce5878c2,7 Seas Brewing Co,micro,2101 Jefferson Ave,Not Available,Not Available,Tacoma,Washington,98402-1519,United States,-122.4390379,47.242614,2535727771,http://www.7seasbrewing.com,Washington,2101 Jefferson Ave,True
e062c040-4ff9-46f1-9f3d-172626694cb0,7 Seas Brewing Co - Gig Harbor,taproom,2905 Harborview Dr,Not Available,Not Available,Gig Harbor,Washington,98335-1910,United States,-122.577347,47.328217,2535148129,https://www.7seasbrewing.com/gig-harbor,Washington,2905 Harborview Dr,True
a1199657-e4a9-496b-88c3-999f9e7e97e9,7 Sins Brewery,micro,10593 W Main Rd,Not Available,Not Available,Ripley,New York,14775-9746,United States,-79.7497349,42.24869073,7165812090,http://www.7sinsbrewery.com,New York,10593 W Main Rd,True
a3a1eac7-b858-4bdd-81ac-c2099b717da2,7 Sisters Brewing Co,brewpub,181 Tank Farm Rd Ste 110,Not Available,Not Available,San Luis Obispo,California,93401-7082,United States,-120.6706375,35.2467278,8058687133,http://www.7sistersbrewing.com,California,181 Tank Farm Rd Ste 110,True
3f3220f8-75f8-4fea-a5a4-289aa3267f11,"718BrewCafe, LLP",brewpub,718 Market St,Not Available,Not Available,Metropolis,Illinois,62960-1634,United States,-88.73129158,37.15373334,6185247180,http://www.718BrewCafe.com,Illinois,718 Market St,True
c00f57cf-acdd-46da-9269-d182cb87a7e4,734 Brewing Company,micro,15 E Cross St,Not Available,Not Available,Ypsilanti,Michigan,48198,United States,-83.61103475,42.24586784,7346496453,Not Available,Michigan,15 E Cross St,True
86fc7186-e3a3-42f2-9316-e33c8afa2b8a,7th Day Brewery,micro,9 Powells Road,unit 14,Not Available,Brookvale,NSW,2100,Australia,151.2727492,-33.7668139,+61 2 9939 4930,http://www.7thdaybrewery.com.au/,NSW,9 Powells Road,True
66a91db6-7d2a-4d67-a720-7f924cae3571,7th Settlement Brewery,closed,47 Washington St,Not Available,Not Available,Dover,New Hampshire,03820-3877,United States,-70.8728379,43.1953787,6033731001,http://www.7thsettlement.com,New Hampshire,47 Washington St,True
c7b3260a-b441-4dc8-958f-34c045e26f22,7th Wave Brewing,micro,120 N Meadows Rd Ste 8,Not Available,Not Available,Medfield,Massachusetts,02052-1594,United States,0.0,0.0,6176453397,http://www.7thwavebrewing.com,Massachusetts,120 N Meadows Rd Ste 8,False
c179a049-9988-4640-821d-ddf349cdd87e,7venth Sun Brewery,micro,1012 Broadway,Not Available,Not Available,Dunedin,Florida,34698-5762,United States,0.0,0.0,7277333013,http://www.7venthsun.com,Florida,1012 Broadway,False
4679ff59-8ef6-4443-b6ec-f58232c6b7d7,7venth Sun Tampa,micro,6809 N Nebraska Ave,Not Available,Not Available,Tampa,Florida,33604-5660,United States,-82.4500207,27.9495902,8132315900,Not Available,Florida,6809 N Nebraska Ave,True
